Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,Totlen Fwd Pkts,Totlen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Cnt,ECE Flag Cnt,Down/Up Ratio,Pkt Sive Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,
68.232.35.139-192.168.1.101-443-56659-6,192.168.1.101,56659,68.232.35.139,443,6,2014-08-08 01:02:04,119.0,1,1,0.0,31.0,0,0,0.0,0,31,31,31.0,0,260504.20168067227,16806.72268907563,119.0,0,119.0,119.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,20,8403.361344537814,8403.361344537814,0,31,20.666666666666668,17.897858344878397,320.33333333333326,0,0,0,1,1,0,0,0,1.0,31.0,0.0,31.0,0,0,0,0,0,0,1.0,0.0,1.0,31.0,-1,63026,0,20,0,0,0,0,0,0,0,0,
68.232.35.139-192.168.1.101-443-56659-6,68.232.35.139,443,192.168.1.101,56659,6,2014-08-08 01:02:04,3.0,2,1,31.0,0.0,31,0,15.5,21.920310216782973,0,0,0.0,0,10333333.333333334,1000000.0,1.5,0.7071067811865476,2.0,1.0,1.0,1.0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,40,20,666666.6666666666,666666.6666666666,0,31,7.75,15.5,240.25,0,0,0,0,1,0,0,0,1.0,10.333333333333334,15.5,0.0,0,0,0,0,0,0,2.0,31.0,1.0,0.0,-1,16616,1,20,0,0,0,0,0,0,0,0,
90.84.59.130-192.168.1.101-443-56671-6,192.168.1.101,56671,90.84.59.130,443,6,2014-08-08 01:02:02,7100025.0,1,1,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0.2816891489818698,7100025.0,0,7100025.0,7100025.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.1408445744909349,0.1408445744909349,0,0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1.0,0.0,1.0,0.0,-1,64236,0,20,0,0,0,0,0,0,0,0,
173.194.35.53-192.168.1.101-443-56644-6,192.168.1.101,56644,173.194.35.53,443,6,2014-08-08 01:02:12,3923267.0,4,2,158.0,41.0,76,0,39.5,31.075177661063606,41,0,20.5,28.991378028648448,50.72303261541975,1.5293376667965755,784653.4,678136.8199768391,1510050.0,127.0,3175766.0,1058588.6666666667,931725.0676848473,1754720.0,127.0,2413090.0,2413090.0,0,2413090.0,2413090.0,0,1,0,0,80,52,1.0195584445310502,1.0195584445310502,0,76,34.285714285714285,26.681543469311553,711.9047619047619,0,0,0,1,1,0,0,0,1.0,40.0,39.5,20.5,0,0,0,0,0,0,4.0,158.0,2.0,41.0,-1,42718,3,20,0,0,0,0,0,0,0,0,
173.194.35.55-192.168.1.101-443-56675-6,192.168.1.101,56675,173.194.35.55,443,6,2014-08-08 01:02:22,330594.0,3,2,517.0,0.0,517,0,172.33333333333334,298.4900891710365,0,0,0.0,0.0,1563.8517335462834,15.124291426946648,82648.5,164081.9534673654,328770.0,95.0,1481.0,740.5,912.8748545118328,1386.0,95.0,328770.0,328770.0,0,328770.0,328770.0,0,0,0,0,60,56,9.074574856167988,9.074574856167988,0,517,86.16666666666667,211.06436616981716,44548.16666666666,0,1,0,0,0,0,0,0,1.0,103.4,172.33333333333334,0.0,0,0,0,0,0,0,3.0,517.0,2.0,0.0,-1,42900,1,20,0,0,0,0,0,0,0,0,
173.194.35.55-192.168.1.101-443-56675-6,173.194.35.55,443,192.168.1.101,56675,6,2014-08-08 01:02:23,3.0,2,1,0.0,137.0,0,0,0.0,0.0,137,137,137.0,0,45666666.666666664,1000000.0,1.5,0.7071067811865476,2.0,1.0,2.0,2.0,0,2.0,2.0,0,0,0,0,0,0,1,0,0,40,20,666666.6666666666,666666.6666666666,0,137,68.5,79.09698687897873,6256.333333333333,0,0,0,1,1,0,0,0,1.0,91.33333333333333,0.0,137.0,0,0,0,0,0,0,2.0,0.0,1.0,137.0,-1,42383,0,20,0,0,0,0,0,0,0,0,
173.194.35.55-192.168.1.101-443-56676-6,192.168.1.101,56676,173.194.35.55,443,6,2014-08-08 01:02:22,345266.0,3,2,517.0,0.0,517,0,172.33333333333334,298.4900891710365,0,0,0.0,0.0,1497.3962104580237,14.481588108878372,86316.5,153911.60795404614,316331.0,85.0,28421.0,14210.5,19976.473675301153,28336.0,85.0,316331.0,316331.0,0,316331.0,316331.0,0,0,0,0,60,56,8.688952865327023,8.688952865327023,0,517,86.16666666666667,211.06436616981716,44548.16666666666,0,1,0,0,0,0,0,0,1.0,103.4,172.33333333333334,0.0,0,0,0,0,0,0,3.0,517.0,2.0,0.0,-1,42900,1,20,0,0,0,0,0,0,0,0,
173.194.35.55-192.168.1.101-443-56676-6,173.194.35.55,443,192.168.1.101,56676,6,2014-08-08 01:02:23,4.0,2,1,0.0,137.0,0,0,0.0,0.0,137,137,137.0,0,34250000.0,750000.0,2.0,0.0,2.0,2.0,2.0,2.0,0,2.0,2.0,0,0,0,0,0,0,1,0,0,40,20,500000.0,500000.0,0,137,68.5,79.09698687897873,6256.333333333333,0,0,0,1,1,0,0,0,1.0,91.33333333333333,0.0,137.0,0,0,0,0,0,0,2.0,0.0,1.0,137.0,-1,42383,0,20,0,0,0,0,0,0,0,0,
173.194.66.84-192.168.1.101-443-56652-6,192.168.1.101,56652,173.194.66.84,443,6,2014-08-08 01:02:21,4041516.0,2,5,41.0,151.0,41,0,20.5,28.991378028648448,65,0,30.2,29.029295547773803,47.5069256190004,1.7320233298593894,673586.0,792115.8538360408,2151905.0,4.0,2700495.0,2700495.0,0,2700495.0,2700495.0,4041516.0,1010379.0,917524.6524728006,2151905.0,4.0,0,1,0,0,40,112,0.49486380853125417,0.49486380853125417,0,65,29.125,25.37398836829334,643.8392857142857,0,0,0,1,1,0,0,0,1.0,33.285714285714285,20.5,30.2,0,0,0,0,0,0,2.0,41.0,5.0,151.0,-1,42714,1,20,0,0,0,0,0,0,0,0,
173.194.66.84-192.168.1.101-443-56652-6,192.168.1.101,56652,173.194.66.84,443,6,2014-08-08 01:02:25,251.0,2,1,76.0,0.0,76,0,38.0,53.74011537017761,0,0,0.0,0,302788.84462151397,11952.191235059761,125.5,60.10407640085654,168.0,83.0,83.0,83.0,0,83.0,83.0,0,0,0,0,0,0,0,0,0,40,20,7968.127490039841,7968.127490039841,0,76,19.0,38.0,1444.0,0,0,0,0,1,0,0,0,1.0,25.333333333333332,38.0,0.0,0,0,0,0,0,0,2.0,76.0,1.0,0.0,-1,63093,1,20,0,0,0,0,0,0,0,0,
173.194.35.58-192.168.1.101-80-56588-6,192.168.1.101,56588,173.194.35.58,80,6,2014-08-08 01:02:12,14197672.0,0,2,0.0,1.0,0,0,0,0,1,0,0.5,0.7071067811865476,0.07043408243266924,0.14086816486533849,14197672.0,0,14197672.0,14197672.0,0,0,0,0,0,14197672.0,14197672.0,0,14197672.0,14197672.0,0,0,0,0,0,40,0.0,0.0,0,1,0.6666666666666666,0.5773502691896257,0.3333333333333333,0,0,0,0,1,0,0,0,0,1.0,0,0.5,0,0,0,0,0,0,0.0,0.0,2.0,1.0,-1,42370,0,None,0,0,0,0,0,0,0,0,
173.194.35.44-192.168.1.101-443-56654-6,192.168.1.101,56654,173.194.35.44,443,6,2014-08-08 01:02:20,8169202.0,3,2,117.0,41.0,76,0,39.0,38.03945320322047,41,0,20.5,28.991378028648448,19.3409344021607,0.6120548861443259,2042300.5,3367329.708833544,7067390.0,110.0,7348334.0,3674167.0,5195901.238331807,7348224.0,110.0,1101702.0,1101702.0,0,1101702.0,1101702.0,0,1,0,0,60,52,0.36723293168659554,0.36723293168659554,0,76,33.166666666666664,29.047661982794185,843.7666666666667,0,0,0,1,1,0,0,0,1.0,39.8,39.0,20.5,0,0,0,0,0,0,3.0,117.0,2.0,41.0,-1,42000,2,20,1101702.0,0,1101702.0,1101702.0,7067390.0,0,7067390.0,7067390.0,
173.194.35.58-192.168.1.101-80-56588-6,192.168.1.101,56588,173.194.35.58,80,6,2014-08-08 01:02:26,2398972.0,1,1,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0.8336904307344979,2398972.0,0,2398972.0,2398972.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.41684521536724894,0.41684521536724894,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1.0,0.0,1.0,0.0,-1,63636,0,20,0,0,0,0,0,0,0,0,
178.123.13.120-192.168.1.101-26895-42559-17,192.168.1.101,42559,178.123.13.120,26895,17,2014-08-08 01:02:00,347292.0,0,2,0.0,137.0,0,0,0,0,70,67,68.5,2.1213203435596424,394.48072515347314,5.758842702970411,347292.0,0,347292.0,347292.0,0,0,0,0,0,347292.0,347292.0,0,347292.0,347292.0,0,0,0,0,0,16,0.0,0.0,67,70,68.0,1.7320508075688772,2.9999999999999996,0,0,0,0,0,0,0,0,0,102.0,0,68.5,0,0,0,0,0,0,0.0,0.0,2.0,137.0,-1,-1,0,None,0,0,0,0,0,0,0,0,
192.168.1.101-208.117.231.17-56561-443-6,208.117.231.17,443,192.168.1.101,56561,6,2014-08-08 01:02:01,31560279.0,70,54,98000.0,1400.0,1400,1400,1400.0,0.0,1400,0,25.925925925925927,190.51586888313608,3149.528557716489,3.9289893476543725,256587.63414634147,438905.09389327373,3168913.0,3.0,30674539.0,444558.53623188403,604818.2556694585,3369288.0,3.0,31560279.0,595476.962264151,636403.5999556403,3400645.0,22.0,0,0,0,0,1400,1404,2.217977857546823,2.217977857546823,0,1400,806.4,694.6505271276411,482539.35483870964,0,0,0,0,1,0,0,0,1.0,812.9032258064516,1400.0,25.925925925925927,0,0,0,0,0,0,70.0,98000.0,54.0,1400.0,-1,64400,70,20,0,0,0,0,0,0,0,0,
192.168.1.101-208.117.231.17-56562-443-6,192.168.1.101,56562,208.117.231.17,443,6,2014-08-08 01:02:01,31459652.0,46,55,0.0,75600.0,0,0,0.0,0.0,1400,0,1374.5454545454545,188.77596148970778,2403.0780760066896,3.210461450749678,314596.52,628275.3022240143,5554595.0,4.0,31059191.0,690204.2444444444,909328.0265593518,5800007.0,47.0,31230918.0,578350.3333333334,859504.0098733336,5773243.0,4.0,0,0,0,0,1240,1112,1.462190363707774,1.462190363707774,0,1400,741.1764705882352,702.2387032003921,493139.1962725684,0,0,0,0,1,0,0,0,1.0,748.5148514851485,0.0,1374.5454545454545,0,0,0,0,0,0,46.0,0.0,55.0,75600.0,-1,31529,0,20,18890834.0,0,18890834.0,18890834.0,5554595.0,0,5554595.0,5554595.0,
192.168.1.101-208.117.231.17-56563-443-6,208.117.231.17,443,192.168.1.101,56563,6,2014-08-08 01:02:01,30232974.0,62,46,86800.0,1400.0,1400,1400,1400.0,0.0,1400,0,30.434782608695652,206.418738616856,2917.3444861891526,3.5722585545173295,282551.15887850465,457208.5616675567,3185960.0,2.0,29372967.0,481524.04918032786,604500.9169233582,3432716.0,2.0,30232974.0,671843.8666666667,650086.5442436596,3399490.0,22.0,0,1,0,0,1240,1308,2.0507410220377262,2.0507410220377262,0,1400,822.0183486238532,692.4671135612972,479510.70336391445,0,0,0,1,1,0,0,0,1.0,829.6296296296297,1400.0,30.434782608695652,0,0,0,0,0,0,62.0,86800.0,46.0,1400.0,-1,64400,62,20,0,0,0,0,0,0,0,0,
93.184.221.133-192.168.1.101-80-56668-6,93.184.221.133,80,192.168.1.101,56668,6,2014-08-08 01:02:02,21699458.0,14,12,18200.0,1401.0,1400,0,1300.0,374.16573867739413,1400,0,116.75,404.1190474915214,903.2944509489591,1.1981866090848905,867978.32,2528800.009969546,10072106.0,3.0,21011904.0,1616300.3076923077,3461828.164973347,10327943.0,3.0,21699458.0,1972678.0,3722129.205936489,10072106.0,49.0,0,0,0,0,292,300,0.6451774048918641,0.6451774048918641,0,1400,777.8148148148148,708.8753843527863,502504.3105413106,0,0,0,0,1,0,0,0,1.0,807.7307692307693,1300.0,116.75,0,0,0,0,0,0,14.0,18200.0,12.0,1401.0,-1,64400,13,20,7022777.0,7302824.887826491,12186654.0,1858900.0,9217712.0,1208295.5824101982,10072106.0,8363318.0,
192.168.1.100-239.255.255.250-54714-1900-17,192.168.1.100,54714,239.255.255.250,1900,17,2014-08-08 01:02:02,3055716.0,1,1,133.0,133.0,133,133,133.0,0,133,133,133.0,0,87.04997453951873,0.6545110867632987,3055716.0,0,3055716.0,3055716.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.32725554338164936,0.32725554338164936,133,133,133.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,199.5,133.0,133.0,0,0,0,0,0,0,1.0,133.0,1.0,133.0,-1,-1,1,8,0,0,0,0,0,0,0,0,
173.194.35.53-192.168.1.101-443-56643-6,192.168.1.101,56643,173.194.35.53,443,6,2014-08-08 01:02:03,25138475.0,20,24,3193.0,13582.0,1400,0,159.65,425.787354265755,1400,0,565.9166666666666,641.7684071421693,667.303804228379,1.750305060271158,584615.6976744186,1079046.748930112,4900473.0,4.0,24082890.0,1267520.5263157894,1507104.6042152175,4908951.0,18.0,25138226.0,1092966.347826087,1377288.9263681488,5183916.0,4.0,0,1,0,0,508,492,0.7955932092141628,0.7955932092141628,0,1400,393.7111111111111,584.3715202996924,341490.0737373738,0,0,0,1,1,0,0,0,1.0,402.65909090909093,159.65,565.9166666666666,0,0,0,0,0,0,20.0,3193.0,24.0,13582.0,-1,42718,8,20,0,0,0,0,0,0,0,0,
90.84.136.33-192.168.1.101-80-56582-6,90.84.136.33,80,192.168.1.101,56582,6,2014-08-08 01:02:03,990721.0,3,5,4200.0,1400.0,1400,1400,1400.0,0.0,1400,0,280.0,626.0990336999411,5652.449074966616,8.074927249952308,141531.57142857142,133117.37193151156,269916.0,5.0,521582.0,260791.0,368807.09807703,521577.0,5.0,990721.0,247680.25,205164.41902593637,500106.0,51.0,0,0,0,0,60,136,3.0280977187321154,3.0280977187321154,0,1400,777.7777777777778,737.8647873726218,544444.4444444444,0,0,0,0,1,0,0,0,1.0,875.0,1400.0,280.0,0,0,0,0,0,0,3.0,4200.0,5.0,1400.0,-1,64400,3,20,0,0,0,0,0,0,0,0,
90.84.136.32-192.168.1.101-80-56600-6,192.168.1.101,56600,90.84.136.32,80,6,2014-08-08 01:02:03,0.0,0,1,0.0,1.0,0,0,0,0,1,1,1.0,0,0,0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,1,1,1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,2.0,0,1.0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,-1,64400,0,None,0,0,0,0,0,0,0,0,
173.194.66.84-192.168.1.101-443-56651-6,192.168.1.101,56651,173.194.66.84,443,6,2014-08-08 01:02:04,2788739.0,4,8,502.0,5719.0,461,0,125.5,224.50018559754764,1400,0,714.875,658.4487044778595,2230.757342297002,4.303020110523072,253521.72727272726,393991.64619166503,1312174.0,1.0,2439034.0,813011.3333333334,438284.2343460843,1312321.0,491869.0,2788739.0,398391.28571428574,559033.3830719815,1587456.0,1.0,0,0,0,0,92,160,1.4343400368410237,1.4343400368410237,0,1400,586.2307692307693,634.4151051488494,402482.5256410257,0,0,0,0,1,0,0,0,1.0,635.0833333333334,125.5,714.875,0,0,0,0,0,0,4.0,502.0,8.0,5719.0,-1,42714,2,20,0,0,0,0,0,0,0,0,
68.232.35.139-192.168.1.101-443-56659-6,68.232.35.139,443,192.168.1.101,56659,6,2014-08-08 01:02:04,639.0,0,2,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,3129.8904538341158,639.0,0,639.0,639.0,0,0,0,0,0,639.0,639.0,0,639.0,639.0,0,0,0,0,0,40,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,2.0,0.0,-1,0,0,None,0,0,0,0,0,0,0,0,
157.56.106.184-192.168.1.101-3544-59656-17,192.168.1.101,59656,157.56.106.184,3544,17,2014-08-08 01:02:04,449219.0,0,2,0.0,170.0,0,0,0,0,109,61,85.0,33.94112549695428,378.43457200162953,4.452171435313288,449219.0,0,449219.0,449219.0,0,0,0,0,0,449219.0,449219.0,0,449219.0,449219.0,0,0,0,0,0,16,0.0,0.0,61,109,77.0,27.712812921102035,767.9999999999999,0,0,0,0,0,0,0,0,0,115.5,0,85.0,0,0,0,0,0,0,0.0,0.0,2.0,170.0,-1,-1,0,None,0,0,0,0,0,0,0,0,
67.252.131.62-192.168.1.101-55645-49690-17,192.168.1.101,49690,67.252.131.62,55645,17,2014-08-08 01:02:04,27871375.0,3,5,180.0,284.0,64,56,60.0,4.0,64,52,56.8,5.215361924162119,16.647904884491705,0.2870328428360639,3981625.0,7808603.715862736,21223889.0,953.0,6646533.0,3323266.5,2429256.154378229,5041010.0,1605523.0,27870262.0,6967565.5,9756791.70254268,21223889.0,562840.0,0,0,0,0,24,40,0.10763731606352396,0.10763731606352396,52,64,57.77777777777778,4.521553322083512,20.444444444444443,0,0,0,0,0,0,0,0,1.0,65.0,60.0,56.8,0,0,0,0,0,0,3.0,180.0,5.0,284.0,-1,-1,3,8,22830365.0,0,22830365.0,22830365.0,13131893.0,11443810.489868836,21223889.0,5039897.0,
192.168.1.101-208.117.231.17-56564-443-6,208.117.231.17,443,192.168.1.101,56564,6,2014-08-08 01:02:05,27525913.0,50,43,70000.0,1400.0,1400,1400,1400.0,0.0,1400,0,32.55813953488372,213.49799846564653,2593.919409684976,3.3786345252199266,299194.70652173914,517513.6809592263,3384052.0,2.0,26761264.0,546148.2448979592,688438.5585808333,3384227.0,2.0,24141861.0,574806.2142857143,558518.4304578492,3000044.0,34.0,0,0,0,0,1000,1216,1.8164701748494227,1.8164701748494227,0,1400,774.468085106383,699.7597391382805,489663.6925188743,0,0,0,0,1,0,0,0,1.0,782.7956989247311,1400.0,32.55813953488372,0,0,0,0,0,0,50.0,70000.0,43.0,1400.0,-1,64400,50,20,0,0,0,0,0,0,0,0,
fe80::6d49:f772:ed9b:d16a-ff02::1:2-546-547-17,fe80::6d49:f772:ed9b:d16a,546,ff02::1:2,547,17,2014-08-08 01:02:05,0.0,0,1,0.0,83.0,0,0,0,0,83,83,83.0,0,0,0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,83,83,83.0,0.0,0.0,0,0,0,0,0,0,0,0,0,166.0,0,83.0,0,0,0,0,0,0,0.0,0.0,1.0,83.0,-1,-1,0,None,0,0,0,0,0,0,0,0,
74.125.206.125-192.168.1.101-443-54760-6,74.125.206.125,443,192.168.1.101,54760,6,2014-08-08 01:02:05,195783.0,0,2,0.0,26.0,0,0,0,0,26,0,13.0,18.384776310850235,132.80008989544547,10.21539153041888,195783.0,0,195783.0,195783.0,0,0,0,0,0,195783.0,195783.0,0,195783.0,195783.0,0,1,0,0,0,40,0.0,0.0,0,26,17.333333333333332,15.01110699893027,225.33333333333334,0,0,0,1,1,0,0,0,0,26.0,0,13.0,0,0,0,0,0,0,0.0,0.0,2.0,26.0,-1,64166,0,None,0,0,0,0,0,0,0,0,
173.194.35.39-192.168.1.101-443-56655-6,192.168.1.101,56655,173.194.35.39,443,6,2014-08-08 01:02:05,6681049.0,5,6,1253.0,2024.0,1171,0,250.6,514.9274706208632,1241,0,337.3333333333333,509.5019790605986,490.49183743451067,1.6464480353309787,668104.9,1122810.2294409378,3764221.0,3.0,5899515.0,1474878.75,1533838.4745601201,3765146.0,583902.0,6681049.0,1336209.8,1579580.2508773336,3979672.0,3.0,0,1,0,0,100,132,0.7483854706049904,0.7483854706049904,0,1241,276.5,470.93533622896774,221780.09090909088,0,0,0,1,1,0,0,0,1.0,301.6363636363636,250.6,337.3333333333333,0,0,0,0,0,0,5.0,1253.0,6.0,2024.0,-1,42713,3,20,0,0,0,0,0,0,0,0,
90.84.59.104-192.168.1.101-80-56638-6,90.84.59.104,80,192.168.1.101,56638,6,2014-08-08 01:02:06,202070.0,0,2,0.0,1400.0,0,0,0,0,1400,0,700.0,989.9494936611666,6928.292175978621,9.89756025139803,202070.0,0,202070.0,202070.0,0,0,0,0,0,202070.0,202070.0,0,202070.0,202070.0,0,0,0,0,0,52,0.0,0.0,0,1400,933.3333333333334,808.290376865476,653333.3333333333,0,0,0,0,1,0,0,0,0,1400.0,0,700.0,0,0,0,0,0,0,0.0,0.0,2.0,1400.0,-1,64400,0,None,0,0,0,0,0,0,0,0,
192.168.1.1-192.168.1.101-53-57311-17,192.168.1.101,57311,192.168.1.1,53,17,2014-08-08 01:02:07,1737106.0,1,2,38.0,416.0,38,38,38.0,0,378,38,208.0,240.41630560342617,261.35422939072225,1.7270103263704115,868553.0,185933.72811300267,1000028.0,737078.0,0,0,0,0,0,1737106.0,1737106.0,0,1737106.0,1737106.0,0,0,0,0,8,16,0.5756701087901371,0.5756701087901371,38,378,123.0,170.0,28900.0,0,0,0,0,0,0,0,0,1.0,164.0,38.0,208.0,0,0,0,0,0,0,1.0,38.0,2.0,416.0,-1,-1,1,8,0,0,0,0,0,0,0,0,
